Name,Symbol,Industry Group,Industry,Current Price
TruAlt Bioenergy,TRUALT,Agricultural Food & other Products,Other Agricultural Products,425.25
TruCap Finance,TRU,Finance,Non Banking Financial Company (NBFC),4.05
Trust Fintech,TRUST,IT - Software,Software Products,30
TSC India,TSC,Leisure Services,"Tour, Travel Related Services",43.05
Tsf Investments,TSFINV,Finance,Investment Company,404.7
TTK Healthcare,TTKHLTCARE,Diversified,Diversified,1100.2
TTK Prestige,TTKPRESTIG,Consumer Durables,Household Appliances,562.75
Tube Investments,TIINDIA,Auto Components,Auto Components & Equipments,2698
Tunwal E-Motors,TUNWAL,Automobiles,2/3 Wheelers,25.1
Turtlemint Fintech,TURTLEMINT,Financial Technology (Fintech),Financial Technology (Fintech),144.08
Tuticorin Alkali,TUTIALKA,Chemicals & Petrochemicals,Commodity Chemicals,60.36
TV Vision,TVVISION,Entertainment,TV Broadcasting & Software Production,3.38
TVS Elec.,TVSELECT,IT - Hardware,Computers Hardware & Equipments,420.85
TVS Holdings,TVSHLTD,Finance,Investment Company,13374
TVS Infra. Trust,TVSINVIT,Commercial Services & Supplies,Diversified Commercial Services,119
TVS Motor Co.,TVSMOTOR,Automobiles,2/3 Wheelers,4133.1
TVS Srichakra,TVSSRICHAK,Auto Components,Tyres & Rubber Products,5237.5
TVS Supply,TVSSCS,Transport Services,Logistics Solution Provider,130.41
Twamev Constr.,TICL,Construction,Civil Construction,8.12
U P Hotels,UPHOT,Leisure Services,Hotels & Resorts,1388
U. Y. Fincorp,UYFINCORP,Finance,Non Banking Financial Company (NBFC),19.73
Ucal,UCAL,Auto Components,Auto Components & Equipments,146.02
UCO Bank,UCOBANK,Banks,Public Sector Bank,24.78
Uday Jewellery,UDAYJEW,Consumer Durables,"Gems, Jewellery And Watches",143
Udayshivakumar,USK,Construction,Civil Construction,20.99
Uflex,UFLEX,Industrial Products,Packaging,675.6
UFO Moviez,UFO,Entertainment,"Film Production, Distribution & Exhibition",65.09
Ugar Sugar Works,UGARSUGAR,Agricultural Food & other Products,Sugar,53.35
Ugro Capital,UGROCAP,Finance,Non Banking Financial Company (NBFC),86.35
Ujaas Energy,UEL,Power,Power Generation,241.6
Ujjivan Small,UJJIVANSFB,Banks,Other Bank,64.43
Ultra Wiring,UWCSL,Auto Components,Auto Components & Equipments,110.25
Ultramarine Pig.,ULTRAMAR,Chemicals & Petrochemicals,Dyes And Pigments,437.15
UltraTech Cem.,ULTRACEMCO,Cement & Cement Products,Cement & Cement Products,11408
Uma Converter,UMA,Industrial Products,Packaging,18
Uma Exports,UMAEXPORTS,Commercial Services & Supplies,Trading & Distributors,23.97
Umiya Buildcon,UMIYA-MRO,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories,104.42
Unichem Labs.,UNICHEMLAB,Pharmaceuticals & Biotechnology,Pharmaceuticals,550.2
Unicommerce,UNIECOM,IT - Software,Software Products,87.62
Unihealth Hosp,UNIHEALTH,Healthcare Services,Hospital,724
Uniinfo Telecom,UNIINFO,Telecom - Services,Other Telecom Services,11
Unilex Colour &C,UNILEX,Chemicals & Petrochemicals,Dyes And Pigments,27.75
Unimech Aero.,UNIMECH,Aerospace & Defense,Aerospace & Defense,1502.7
Union Bank (I),UNIONBANK,Banks,Public Sector Bank,187.22
Uniparts India,UNIPARTS,Auto Components,Auto Components & Equipments,874.05
Uniphos Enter.,UNIENTER,Chemicals & Petrochemicals,Trading - Chemicals,93.19
Unitech,UNITECH,Realty,"Residential, Commercial Projects",4.08
United Breweries,UBL,Beverages,Breweries & Distilleries,1279.4
United Drilling,UNIDT,Industrial Manufacturing,Industrial Products,225.46
United Foodbrands,UFBL,Leisure Services,Restaurants,700.35
United Heat,UHTL,Industrial Products,Other Industrial Products,158.4
United Nilgiri,UNITEDTEA,Agricultural Food & other Products,Tea & Coffee,442.8
United Polyfab,UNITEDPOLY,Textiles & Apparels,Other Textile Products,41.66
United Spirits,UNITDSPR,Beverages,Breweries & Distilleries,1471.7
Univa Foods,UNIVAFOODS,Leisure Services,Hotels & Resorts,9.03
Univastu India,UNIVASTU,Construction,Civil Construction,168.34
Universal Cables,UNIVCABLES,Industrial Products,Cables - Electricals,1576.3
Universus Photo,UNIVPHOTO,Consumer Durables,Consumer Electronics,490.4
Uno Minda,UNOMINDA,Auto Components,Auto Components & Equipments,1249.7
Updater Services,UDS,Commercial Services & Supplies,Diversified Commercial Services,239.03
UPL,UPL,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,582.15
Upsurge Seeds,USASEEDS,Agricultural Food & other Products,Other Agricultural Products,92.4
Uravi Defence &,URAVIDEF,Auto Components,Auto Components & Equipments,118.2
Urban Company,URBANCO,Retailing,E-Retail/ E-Commerce,181.09
Urban Enviro,URBAN,Other Utilities,Waste Management,117.6
Urja Global,URJA,Electrical Equipment,Other Electrical Equipment,9.18
Usha Financial,USHAFIN,Finance,Non Banking Financial Company (NBFC),54.7
Usha Mart. Edu.,UMESLTD,Other Consumer Services,E-Learning,5.09
Usha Martin,USHAMART,Industrial Products,Iron & Steel Products,514.15
Ushanti Colour,UCL,Chemicals & Petrochemicals,Dyes And Pigments,249.75
UTI AMC,UTIAMC,Capital Markets,Asset Management Company,880.55
Utkal Speciality,UTKAL,"Paper, Forest & Jute Products",Paper & Paper Products,48.95
Utkarsh Small F.,UTKARSHBNK,Banks,Other Bank,14.56
Utssav CZ Gold,UTSSAV,Consumer Durables,"Gems, Jewellery And Watches",468.3
Uttam Sug.Mills,UTTAMSUGAR,Agricultural Food & other Products,Sugar,281.2
V I P Inds.,VIPIND,Consumer Durables,Plastic Products - Consumer,314.05
V R Infraspace,VR,Realty,"Residential, Commercial Projects",102
V-Guard Industri,VGUARD,Consumer Durables,Household Appliances,335.4
V-Marc India,VMARCIND,Industrial Products,Cables - Electricals,320.1
V-Mart Retail,VMART,Retailing,Diversified Retail,824.2
V.L.Infraproject,VLINFRA,Construction,Civil Construction,27.8
V2 Retail,V2RETAIL,Retailing,Speciality Retail,216.5
Va Tech Wabag,WABAG,Other Utilities,Water Supply & Management,2005.3
Vadilal Enterp.,VADILENT,Food Products,Dairy Products,10045
Vadilal Inds.,VADILALIND,Food Products,Dairy Products,7655
Vadivarhe Speci.,VSCL,Chemicals & Petrochemicals,Specialty Chemicals,20.9
Vaibhav Global,VAIBHAVGBL,Consumer Durables,"Gems, Jewellery And Watches",218.74
Vaidya Sane,MADHAVBAUG,Healthcare Equipment & Supplies,Medical Equipment & Supplies,160.5
Vaishali Pharma,VAISHALI,Pharmaceuticals & Biotechnology,Pharmaceuticals,8.32
Vakrangee,VAKRANGEE,IT - Services,IT Enabled Services,5.79
Valiant Laborato,VALIANTLAB,Pharmaceuticals & Biotechnology,Pharmaceuticals,105.97
Valiant Organics,VALIANTORG,Chemicals & Petrochemicals,Specialty Chemicals,320.25
Valor Estate,DBREALTY,Realty,"Residential, Commercial Projects",102.57
Value 360 Commu.,VALUE360,Media,Advertising & Media Agencies,74
Vardhman Acrylic,VARDHACRLC,Textiles & Apparels,Other Textile Products,43.59
Vardhman Hold.,VHL,Finance,Investment Company,3626.4
Vardhman Polytex,VARDMNPOLY,Textiles & Apparels,Other Textile Products,5.87
Vardhman Special,VSSL,Industrial Products,Iron & Steel Products,364.15
Vardhman Textile,VTL,Textiles & Apparels,Other Textile Products,598.2
Varroc Engineer,VARROC,Auto Components,Auto Components & Equipments,826.35
Varun Beverages,VBL,Beverages,Other Beverages,407.6
Varvee Global,VGL,Textiles & Apparels,Other Textile Products,53.31
Vasa Denticity,DENTALKART,Healthcare Equipment & Supplies,Medical Equipment & Supplies,412
Vascon Engineers,VASCONEQ,Realty,"Residential, Commercial Projects",30.47
Vaswani Industri,VASWANI,Ferrous Metals,Sponge Iron,47.01
Vaxtex Cotfab,VCL,Textiles & Apparels,Garments & Apparels,1.58
Vdeal System,VDEAL,Electrical Equipment,Other Electrical Equipment,157
Vedant Fashions,MANYAVAR,Retailing,Speciality Retail,594.2
Vedanta,VEDL,Diversified Metals,Diversified Metals,272.1
Vedanta Aluminium Metal,VAML,Non - Ferrous Metals,Aluminium,437.75
Vedanta Iron & Steel,VISL,Ferrous Metals,Iron & Steel,35.39
Vedanta Oil and Gas,VOGL,Oil,Oil Exploration & Production,38.02
Vedanta Power,VEDPOWER,Power,Power Generation,34.2
Vedavaag Systems,VEDAVAAG,IT - Services,IT Enabled Services,18.17
Veedol Corporat,VEEDOL,Petroleum Products,Lubricants,1476.8
Veekayem Fash.,VEEKAYEM,Textiles & Apparels,Garments & Apparels,113.05
Veljan Denison,VELJAN,Auto Components,Auto Components & Equipments,1878.9
Venky's (India),VENKEYS,Food Products,Meat Products including Poultry,1659.6
Ventive Hospital,VENTIVE,Leisure Services,Hotels & Resorts,588.2
Venus Pipes,VENUSPIPES,Industrial Products,Iron & Steel Products,1631
Venus Remedies,VENUSREM,Pharmaceuticals & Biotechnology,Pharmaceuticals,1694.4
Vera Synthetic,VERA,Textiles & Apparels,Other Textile Products,86.25
Veranda Learning,VERANDA,Other Consumer Services,E-Learning,242.63
Vertexplus Tech.,VERTEXPLUS,IT - Services,IT Enabled Services,56.7
Vertis Infra.,VERTIS,Transport Infrastructure,"Road AssetsToll, Annuity, Hybrid-Annuity",115.05
Vertoz,VERTOZ,Media,Advertising & Media Agencies,37.66
Vesuvius India,VESUVIUS,Industrial Products,Electrodes & Refractories,419.15
Veto Switchgears,VETO,Consumer Durables,Consumer Electronics,125.5
Viaz Tyres,VIAZ,Auto Components,Tyres & Rubber Products,67.5
Vibhor Steel,VSTL,Industrial Products,Iron & Steel Products,117.66
Vibrant Glo. Cap,VGCL,Finance,Non Banking Financial Company (NBFC),52.62
Viceroy Hotels,VHLTD,Leisure Services,Hotels & Resorts,118.21
Victory Ele.,VICTORYEV,Automobiles,2/3 Wheelers,15.65
Vidhi Specialty,VIDHIING,Chemicals & Petrochemicals,Specialty Chemicals,347.75
Vidya Wires,VIDYAWIRES,Industrial Products,"Aluminium, Copper & Zinc Products",90.13
Vigor Plast,VIGOR,Industrial Products,Plastic Products - Industrial,102.5
Vijay Solvex,VIJSOLX,Agricultural Food & other Products,Edible Oil,687.7
Vijaya Diagnost.,VIJAYA,Healthcare Services,Healthcare Service Provider,1493.2
Vijaypd Ceutical,VIJAYPD,Electrical Equipment,Heavy Electrical Equipment,63
Viji Finance,VIJIFIN,Finance,Non Banking Financial Company (NBFC),16.58
Vikas Ecotech,VIKASECO,Chemicals & Petrochemicals,Specialty Chemicals,1.07
Vikas Lifecare,VIKASLIFE,Commercial Services & Supplies,Trading & Distributors,1.29
Vikas Proppant,VIKASPROP,Agricultural Food & other Products,Other Agricultural Products,0.26
Vikas Wsp,VIKASWSP,Agricultural Food & other Products,Other Agricultural Products,0.9
Vikram Solar,VIKRAMSOLR,Electrical Equipment,Other Electrical Equipment,168.45
Vikran Engg.,VIKRAN,Construction,Civil Construction,60.77
Vilas Transcore,VILAS,Industrial Products,Other Industrial Products,353.7
Vilin Bio Med,VILINBIO,Pharmaceuticals & Biotechnology,Pharmaceuticals,54.25
Vimta Labs,VIMTALABS,Healthcare Services,"Healthcare Research, Analytics & Technology",635.65
Vinati Organics,VINATIORGA,Chemicals & Petrochemicals,Specialty Chemicals,1310.7
Vindhya Telelink,VINDHYATEL,Construction,Civil Construction,2732.7
Vineet Laborator,VINEETLAB,Pharmaceuticals & Biotechnology,Pharmaceuticals,37.37
Vinit Mobile,VMOBILE,Retailing,Speciality Retail,58.85
Vinny Overseas,VINNY,Textiles & Apparels,Garments & Apparels,1.02
Vinsys IT Serv.,VINSYS,Other Consumer Services,Education,597
Vintage Coffee,VINCOFE,Agricultural Food & other Products,Tea & Coffee,170.65
Vinyas Innovativ,VINYAS,Industrial Manufacturing,Industrial Products,1559.35
Vinyl Chemicals,VINYLINDIA,Chemicals & Petrochemicals,Trading - Chemicals,232.38
VIP Clothing,VIPCLOTHNG,Textiles & Apparels,Garments & Apparels,20.15
Vipul Ltd,VIPULLTD,Realty,"Residential, Commercial Projects",13.98
Virat Industries,VIRAT,Textiles & Apparels,Garments & Apparels,423.35
Virinchi,VIRINCHI,IT - Software,Software Products,14.7
Virtual Galaxy,VGINFOTECH,IT - Software,Software Products,139.4
Virtual Global,VIRTUALG,Other Consumer Services,Education,0.47
Virtuoso Optoel.,VOEPL,Consumer Durables,Diversified consumer products,553.2
VISA Chrome,VISACHROME,Ferrous Metals,Ferro & Silica Manganese,38.34
Visagar Polytex,VIVIDHA,Textiles & Apparels,Garments & Apparels,0.52
Visaka Industrie,VISAKAIND,Cement & Cement Products,Cement & Cement Products,93.37
Visaman Global,VISAMAN,Industrial Products,Iron & Steel Products,61.4
Visdem Technosys,VISDEM,Consumer Durables,Consumer Electronics,103.75
Vishal Fabrics,VISHAL,Textiles & Apparels,Garments & Apparels,18.67
Vishal Mega Mart,VMM,Retailing,Diversified Retail,106.14
Vishnu Chemicals,VISHNU,Chemicals & Petrochemicals,Specialty Chemicals,702
Vishnu Prakash R,VPRPL,Construction,Civil Construction,36.28
Vishnusurya Pro.,VISHNUINFR,Other Construction Materials,Other Construction Materials,158
Vishwaraj Sugar,VISHWARAJ,Agricultural Food & other Products,Sugar,5.9
Vishwas Agri,VISHWAS,Agricultural Food & other Products,Other Agricultural Products,44.2
Vision Infra,VIESL,Commercial Services & Supplies,Diversified Commercial Services,393.1
Vital Chemtech,VITAL,Chemicals & Petrochemicals,Specialty Chemicals,55.72
Viviana Power,VIVIANA,Construction,Civil Construction,804.7
Vivid Electromech,VIVIDEL,Electrical Equipment,Other Electrical Equipment,1591.6
Vivimed Labs.,VIVIMEDLAB,Pharmaceuticals & Biotechnology,Pharmaceuticals,6.58
Vivo Bio Tech,VIVOBIOT,Pharmaceuticals & Biotechnology,Biotechnology,18.8
Vivo Collaborat.,VIVO,Telecom - Services,Other Telecom Services,151.05
Viyash Scientific,VIYASH,Pharmaceuticals & Biotechnology,Pharmaceuticals,265.85
VL E-Governance,VLEGOV,IT - Services,IT Enabled Services,10.61
VLS Finance,VLSFINANCE,Finance,Investment Company,246.44
VMS TMT,VMSTMT,Industrial Products,Iron & Steel Products,45.46
Vodafone Idea,IDEA,Telecom - Services,Telecom - Cellular & Fixed line services,15.02
Voith Paper,VOITHPAPR,Textiles & Apparels,Other Textile Products,1458.6
Voler Car,VOLERCAR,Transport Services,Road Transport,246.95
Volt.Transform.,VOLTAMP,Electrical Equipment,Heavy Electrical Equipment,11418
Voltas,VOLTAS,Consumer Durables,Household Appliances,1170
Vraj Iron,VRAJ,Ferrous Metals,Sponge Iron,121.71
VRL Logistics,VRLLOG,Transport Services,Logistics Solution Provider,297.7
VST Industries,VSTIND,Cigarettes & Tobacco Products,Cigarettes & Tobacco Products,208.15
VST Till. Tract.,VSTTILLERS,"Agricultural, Commercial & Construction Vehicles",Tractors,4187.6
VTM,VTMLTD,Textiles & Apparels,Other Textile Products,56.12
W H Brady,WHBRADY,Industrial Products,Other Industrial Products,482.2
W I Plywoods,WIPL,Consumer Durables,Plywood Boards/ Laminates,167.99
W S Inds.,WSI,Construction,Civil Construction,60.37
Waaree Energies,WAAREEENER,Electrical Equipment,Other Electrical Equipment,2635
Waaree Renewab.,WAAREERTL,Electrical Equipment,Other Electrical Equipment,858.95
Wakefit Innovati,WAKEFIT,Consumer Durables,"Furniture, Home Furnishing",151.55
Walchan. Inds.,WALCHANNAG,Industrial Manufacturing,Industrial Products,208.61
Walpar Nutrition,WALPAR,Pharmaceuticals & Biotechnology,Pharmaceuticals,23.75
Wanbury,WANBURY,Pharmaceuticals & Biotechnology,Pharmaceuticals,246.2
Wardwizard Inno.,WARDINMOBI,Automobiles,2/3 Wheelers,5.86
Waterbase,WATERBASE,Food Products,Seafood,48.63
Waterways Leisur,CORDELIA,Leisure Services,"Tour, Travel Related Services",103.9
We Win Ltd,WEWIN,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),41.91
Wealth First Por,WEALTH,Finance,Other Financial Services,841.7
Websol Energy,WEBELSOLAR,Electrical Equipment,Other Electrical Equipment,74.53
Weizmann,WEIZMANIND,Textiles & Apparels,Other Textile Products,74.5
Welspun Corp,WELCORP,Industrial Products,Iron & Steel Products,2590.6
Welspun Enterp,WELENT,Construction,Civil Construction,813.6
Welspun Investme,WELINV,Finance,Investment Company,2230.7
Welspun Living,WELSPUNLIV,Textiles & Apparels,Other Textile Products,208.51
Welspun Special.,WELSPLSOL,Industrial Products,Iron & Steel Products,59.55
Wendt India,WENDT,Industrial Products,Abrasives & Bearings,8160
West Coast Paper,WSTCSTPAPR,"Paper, Forest & Jute Products",Paper & Paper Products,650.25
Western Carriers,WCIL,Transport Services,Logistics Solution Provider,83.38
Westlife Food,WESTLIFE,Leisure Services,Restaurants,530.6
Wework India,WEWORK,Commercial Services & Supplies,Diversified Commercial Services,666.95
Wheels India,WHEELS,Auto Components,Auto Components & Equipments,1724.9
Whirlpool India,WHIRLPOOL,Consumer Durables,Household Appliances,815.95
Williamson Magor,WILLAMAGOR,Finance,Investment Company,25.4
Windlas Biotech,WINDLAS,Pharmaceuticals & Biotechnology,Pharmaceuticals,1126.35
Windsor Machines,WINDMACHIN,Industrial Manufacturing,Industrial Products,304.25
Winsol Engineers,WINSOL,Construction,Civil Construction,116
Wipro,WIPRO,IT - Software,Computers - Software & Consulting,176.4
Wise Travel,WTICAB,Transport Services,Road Transport,104.15
Wockhardt,WOCKPHARMA,Pharmaceuticals & Biotechnology,Pharmaceuticals,2088.7
WOL 3D India,WOL3D,Industrial Products,Other Industrial Products,136.5
Womancart,WOMANCART,Retailing,E-Retail/ E-Commerce,105.7
Wonder Electric.,WEL,Consumer Durables,Household Appliances,76.03
Wonderla Holiday,WONDERLA,Leisure Services,Amusement Parks/ Other Recreation,533.9
Worth Peripheral,WORTHPERI,Industrial Products,Packaging,154.99
WPIL,WPIL,Industrial Manufacturing,Industrial Products,443.9
Xchanging Sol.,XCHANGING,IT - Software,Computers - Software & Consulting,61.4
Xelpmoc Design,XELPMOC,IT - Software,Software Products,80.14
XPRO India,XPROINDIA,Industrial Products,Packaging,1325.1
XT Global Infot.,XTGLOBAL,IT - Software,Computers - Software & Consulting,31.69
Xtranet Techno.,XTRANET,IT - Services,IT Enabled Services,234.24
Yaap Digital,YAAP,Media,Advertising & Media Agencies,137.8
Yash Optics,YASHOPTICS,Consumer Durables,Diversified consumer products,123.75
Yasho Industries,YASHO,Chemicals & Petrochemicals,Specialty Chemicals,4134.1
Yasons Chemex,YCCL,Chemicals & Petrochemicals,Dyes And Pigments,8.6
Yatharth Hospit.,YATHARTH,Healthcare Services,Hospital,991.1
Yatra Online,YATRA,Leisure Services,"Tour, Travel Related Services",113.49
Yes Bank,YESBANK,Banks,Private Sector Bank,22.5
Yogi Ltd,YOGI,Finance,Non Banking Financial Company (NBFC),163.45
Yudiz Solutions,YUDIZ,IT - Software,Computers - Software & Consulting,26.95
Yuken India,YUKEN,Industrial Products,"Compressors, Pumps & Diesel Engines",1010.8
Z F Steering,ZFSTEERING,Auto Components,Auto Components & Equipments,667.5
Z-Tech (India),ZTECH,Other Utilities,Waste Management,476.3
Zaggle Prepaid,ZAGGLE,IT - Services,IT Enabled Services,180.77
Zeal Global Serv,ZEAL,Transport Services,Logistics Solution Provider,65.5
